,token_id,rule_name,rule_description,posterior,prior_accuracy,posterior_accuracy,prior_feedback,posterior_feedback,prior_fit,post_fit,correct_init,correct_revised,,u_init,u_rev,,o_init,o_rev,,d_init,d_rev,,n_init,n_rev
122,H1cpa,Iota,one is blue,"[False, True, False, False, False, False, False, False]",0.625,0.625,There were only three cones in each arrangement.  They all needed to touch.,It was only connected by 3 colors regardless of size,n,n,0,0,,0,0,,0,0,,0,0,,1,1
123,H1cpa,Upsilon,none are upright,"[False, False, False, False, True, False, False, False]",0.375,0.375,I never found the rhythm in this rule.    ,I never found the rhythm on this one.,n,n,0,0,,0,0,,0,0,,0,0,,1,1
124,H1cpa,Zeta,there is a red,"[False, False, False, False, True, False, False, False]",0.375,0.375,I got almost all these correct.  Two colors same and a third color regardless of positioning.,All three colors were used.   ,n,n,0,0,,0,0,,0,0,,0,0,,1,1
125,9v22G,Omega,all are blue OR small,"[True, False, False, True, False, False, False, False]",0.625,0.75,Do it what on the example picture,Do it what on the example picture,n,n,0,0,,0,0,,0,0,,0,0,,1,1
126,9v22G,Zeta,there is a red,"[False, False, False, False, False, True, False, False]",0.25,0.375,Do it correct shape,Do it in correct shape,n,n,0,0,,0,0,,0,0,,0,0,,1,1
127,9v22G,Upsilon,none are upright,"[False, False, False, False, False, False, False, True]",0.375,0.375,Do it what on the picture,do what on the picture,n,n,0,0,,0,0,,0,0,,0,0,,1,1
128,9v22G,Kappa,at least one is blue AND small,"[False, False, False, True, False, False, False, False]",0.625,0.625,do what on the picture,do what on the picture,n,n,0,0,,0,0,,0,0,,0,0,,1,1
129,9v22G,Iota,one is blue,"[False, False, False, True, False, False, False, False]",0.625,0.625,do what on the picture,do what on the picture,n,n,0,0,,0,0,,0,0,,0,0,,1,1
130,18SWe,Upsilon,none are upright,"[False, False, True, False, False, False, False, False]",0.375,0.625,"There must be two big red. These two red must touch.
I'm not sure. I can't figure it out.","two big red ones must touch.
there must be a small one laying done.",d,d,0,0,,0,0,,0,0,,1,1,,0,0
131,18SWe,Kappa,at least one is blue AND small,"[False, False, True, True, False, False, False, False]",0.625,0.75,there must be two purple and two green.,there must a small blue cone facing up.,d,o,0,0,,0,0,,0,1,,1,0,,0,0
132,18SWe,Iota,one is blue,"[False, False, False, False, False, False, True, False]",0.75,0.375,There must be one of each color.,"There must be one of each color.
can't figure out the 5th sample though.",d,d,0,0,,0,0,,0,0,,1,1,,0,0
133,18SWe,Zeta,there is a red,"[True, True, True, True, True, False, True, True]",0.5,0.625,there must be at two colors.,there must be at least two different colors.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
134,18SWe,Omega,all are blue OR small,"[False, False, False, True, True, False, False, False]",0.625,0.5,there must be a big blue and a small green.,there must be a small green.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
135,BGTlt,Kappa,at least one is blue AND small,"[False, True, False, True, False, True, True, False]",0.375,0.5,This is getting easier,This is getting easier,d,d,0,0,,0,0,,0,0,,1,1,,0,0
136,BGTlt,Iota,one is blue,"[True, False, True, False, True, False, False, True]",0.625,0.5,This is getting easier,This is getting easier,d,d,0,0,,0,0,,0,0,,1,1,,0,0
137,BGTlt,Omega,all are blue OR small,"[False, True, False, True, False, True, True, False]",0.5,0.5,Going to finish the arrangements are easy,Going to finish the arrangements are easy,d,d,0,0,,0,0,,0,0,,1,1,,0,0
138,BGTlt,Upsilon,none are upright,"[False, True, True, False, True, False, True, False]",0.625,0.5,Going to finish the arrangements are easy,Going to finish the arrangements are easy,d,d,0,0,,0,0,,0,0,,1,1,,0,0
139,BGTlt,Zeta,there is a red,"[True, True, False, True, False, False, True, False]",0.25,0.75,Going to finish the arrangements are easy,Going to finish the arrangements are easy,d,d,0,0,,0,0,,0,0,,1,1,,0,0
140,VNO0H,Kappa,at least one is blue AND small,"[False, False, False, False, True, False, False, False]",0.625,0.375,ITS DUE TO THE COMBINATION OF 2 BLUE AND 2 GREEN,2 BLUE AND 3 GREEN,n,n,0,0,,0,0,,0,0,,0,0,,1,1
141,VNO0H,Iota,one is blue,"[False, False, False, False, False, False, True, False]",0.375,0.375,BLUE GREEN AND RED,BLUE GREEN AND RED,n,n,0,0,,0,0,,0,0,,0,0,,1,1
142,VNO0H,Upsilon,none are upright,"[False, False, False, False, False, True, False, False]",0.375,0.375,2 RED AND  1 BLUE ,2 RED AND 1 BLUE,n,n,0,0,,0,0,,0,0,,0,0,,1,1
143,VNO0H,Omega,all are blue OR small,"[False, False, False, False, False, True, False, False]",0.375,0.375,2 GREEN AND 1 BLUE,2 GREEN AND 1 BLUE,n,n,0,0,,0,0,,0,0,,0,0,,1,1
144,VNO0H,Zeta,there is a red,"[True, False, False, False, False, False, False, False]",0.625,0.625,2 RED AND 1 GREEN,2 RED AND 1 GREEN,n,n,0,0,,0,0,,0,0,,0,0,,1,1
145,Ppbut,Iota,one is blue,"[True, True, True, True, False, False, False, False]",0.625,1,There must be at least one blue cone,There is exactly one blue cone.,u,c,0,1,,1,0,,0,0,,0,0,,0,0
146,Ppbut,Upsilon,none are upright,"[True, True, True, True, False, False, False, False]",0.625,1,There are exactly two red cones on their sides,No cones can be standing straight up,o,c,0,1,,0,0,,1,0,,0,0,,0,0
147,Ppbut,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]",1,1,The smallest blue cone must be present,The smallest blue cone must be present,c,c,1,1,,0,0,,0,0,,0,0,,0,0
148,Ppbut,Omega,all are blue OR small,"[True, True, True, True, True, False, False, False]",0.5,0.875,There is exactly one small cone,There must not be a medium green cone,d,d,0,0,,0,0,,0,0,,1,1,,0,0
149,Ppbut,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,There must be at least one red cone,There must be at least one red cone,c,c,1,1,,0,0,,0,0,,0,0,,0,0
150,jpl7c,Omega,all are blue OR small,"[False, False, True, False, False, False, False, False]",0.375,0.625,"I did not try this combination, however it looks promising.",Red and blue work together,n,n,0,0,,0,0,,0,0,,0,0,,1,1
151,jpl7c,Kappa,at least one is blue AND small,"[False, False, False, False, False, False, False, True]",0.625,0.375,The mixture of the colors helps,The color mixture works well,n,n,0,0,,0,0,,0,0,,0,0,,1,1
152,jpl7c,Iota,one is blue,"[False, False, True, False, False, False, False, False]",0.625,0.625,One of each color works every time,One of each color works,n,n,0,0,,0,0,,0,0,,0,0,,1,1
153,jpl7c,Zeta,there is a red,"[False, True, False, False, False, False, False, False]",0.625,0.625,It has to have all 3 colors,The color combination works,n,n,0,0,,0,0,,0,0,,0,0,,1,1
154,jpl7c,Upsilon,none are upright,"[False, False, False, False, True, False, False, False]",0.375,0.375,Nothing seemed to work,I am not sure of this,n,n,0,0,,0,0,,0,0,,0,0,,1,1
155,xg523,Iota,one is blue,"[True, True, True, True, False, False, False, False]",1,1,The must be exactly one blue triangle.,There is exactly one blue triangle.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
156,xg523,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]",1,1,There is more than 1 blue triangle.,There is at least one small blue triangle.,u,c,0,1,,1,0,,0,0,,0,0,,0,0
157,xg523,Omega,all are blue OR small,"[False, True, False, True, False, False, False, False]",0.625,0.75,There is at least one blue triangle and no red triangles.,"There is a blue triangle and, if there are any non-blue triangles, a blue triangle is larger than any other color triangle.",d,d,0,0,,0,0,,0,0,,1,1,,0,0
158,xg523,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,There is at least one red triangle.,There is at least one red triangle.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
159,xg523,Upsilon,none are upright,"[False, True, False, True, False, False, False, False]",0.375,0.75,There is a blue triangle and it is the smallest triangle.,There is a blue triangle that is not upright.,d,u,0,0,,0,1,,0,0,,1,0,,0,0
160,wa1xN,Iota,one is blue,"[True, True, True, False, False, False, True, False]",0.75,0.75,"Iota waves are emitted when all three colors are present. Size, orientation and position are not a factor.",All three colors must be present. There must be no more than 5 shapes.,n,n,0,0,,0,0,,0,0,,0,0,,1,1
161,wa1xN,Upsilon,none are upright,"[True, True, True, True, False, False, False, False]",1,1,Shapes cannot point upwards. Color has no effect.,Shapes must be tilted or oriented in a way that they are not pointing directly upwards.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
162,wa1xN,Omega,all are blue OR small,"[True, False, True, True, True, False, False, True]",0.625,0.625,There must be at least 2 small shapes.,There must be at least 1 small shape.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
163,wa1xN,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]",0.75,1,There must be at least 2 blue triangles.,There must be at least 1 small blue triangle.,d,c,0,1,,0,0,,0,0,,1,0,,0,0
164,wa1xN,Zeta,there is a red,"[True, True, True, False, False, False, False, False]",0.875,0.875,There must be at least 1 small red triangle.,There must be at least 1 red triangle.,o,c,0,1,,0,0,,1,0,,0,0,,0,0
165,kJhBt,Upsilon,none are upright,"[True, True, False, False, False, False, False, False]",0.625,0.75,Two same color with one leaning on the other.,Two individual pieces leaning on one another.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
166,kJhBt,Omega,all are blue OR small,"[False, False, False, False, False, False, True, False]",0.375,0.375,A red or green leaning on a purple.,A smaller red or green leaning on a larger purple or any size purple leaning on another purple.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
167,kJhBt,Kappa,at least one is blue AND small,"[True, True, False, False, False, False, False, False]",0.75,0.75,A small purple standing upright.,A small purple of any size.,d,u,0,0,,0,1,,0,0,,1,0,,0,0
168,kJhBt,Zeta,there is a red,"[False, False, False, False, False, True, False, False]",1,0.375,Any red emits zeta waves.,"Any red makes the scene emit zeta wave radiation. I only chose the scene with the two greens, without any reds, because I had to pick another scene to get the continue button but I know the scene without reds isn't correct.",c,n,1,0,,0,0,,0,0,,0,0,,0,1
169,kJhBt,Iota,one is blue,"[False, False, False, True, False, False, False, False]",0.5,0.625,A red and a purple in the scene together emit Iota waves.,A purple and a red combined or a purple and a green combined emit Iota waves.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
170,z8sk7,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,There must be at least one red cone.,There must be at last one red cone,c,c,1,1,,0,0,,0,0,,0,0,,0,0
171,z8sk7,Upsilon,none are upright,"[False, False, True, False, False, False, False, False]",0.375,0.625,There must be two large red cones and no large blue cones.,There must be exactly two red cones. There can not be a large blue cone.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
172,z8sk7,Iota,one is blue,"[True, True, True, True, False, False, False, False]",1,1,There must be exactly one blue cone.,There must be exactly one blue cone.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
173,z8sk7,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]",1,1,There must be at least one small blue cone.,There must be at least one small blue cone.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
174,z8sk7,Omega,all are blue OR small,"[True, True, True, True, False, False, False, False]",0.625,1,There must be no red cones.,There must be no medium red cones. There must be no large red cones. There must be no large green cones.,d,u,0,0,,0,1,,0,0,,1,0,,0,0
175,Nc8xY,Zeta,there is a red,"[False, False, False, False, True, False, True, True]",0.625,0.125,Two cones of the same size stacked on top of each other,Cones stacked inside one another,d,d,0,0,,0,0,,0,0,,1,1,,0,0
176,Nc8xY,Upsilon,none are upright,"[True, True, False, True, False, False, False, False]",0.5,0.875,Two same colored cones touching and no green cones present,No cones pointing straight up,d,c,0,1,,0,0,,0,0,,1,0,,0,0
177,Nc8xY,Iota,one is blue,"[False, True, False, False, True, True, False, False]",0.375,0.375,Cones of two different colors touching,Cones of two different colors touching but not if they are red and green,d,d,0,0,,0,0,,0,0,,1,1,,0,0
178,Nc8xY,Kappa,at least one is blue AND small,"[False, False, False, False, True, False, True, True]",0.125,0.125,There must be at least one cone of each size,There must be one cone of each size,d,d,0,0,,0,0,,0,0,,1,1,,0,0
179,Nc8xY,Omega,all are blue OR small,"[False, False, False, False, False, True, False, False]",0.375,0.375,There must be two small cones and one big cone,There must be at least two small green triangles and only one blue triangle,d,d,0,0,,0,0,,0,0,,1,1,,0,0
180,0ntM9,Omega,all are blue OR small,"[False, False, False, False, False, True, False, False]",0.375,0.375,there must be at least three cones. It has two different colors.,There must be at least two different colors and two different types of cone,d,d,0,0,,0,0,,0,0,,1,1,,0,0
181,0ntM9,Kappa,at least one is blue AND small,"[False, False, False, False, False, True, False, False]",0.375,0.375,There must be at least five cones and different shapes.,there must be at least five different shapes and two different colors,d,d,0,0,,0,0,,0,0,,1,1,,0,0
182,0ntM9,Iota,one is blue,"[False, False, False, False, False, False, True, False]",0.375,0.375,There are at most three different shapes and two different colors,There are at most five different shapes and two different colors,d,d,0,0,,0,0,,0,0,,1,1,,0,0
183,0ntM9,Upsilon,none are upright,"[False, False, False, True, False, False, False, False]",0.625,0.625,There are exactly one small cone and two differnt colors,there is exactly one small cone and two different colors,d,d,0,0,,0,0,,0,0,,1,1,,0,0
184,0ntM9,Zeta,there is a red,"[True, False, False, False, False, False, False, False]",0.625,0.625,There are at most two different shapes and three cones,There must be at least three different shapes and two differnet colors,d,d,0,0,,0,0,,0,0,,1,1,,0,0
185,3Tji4,Omega,all are blue OR small,"[False, False, False, True, False, True, False, False]",0.375,0.5,There must be a purple triangle larger than a green triangle,"There must be a small green triangle, and a purple triangle",d,d,0,0,,0,0,,0,0,,1,1,,0,0
186,3Tji4,Upsilon,none are upright,"[True, True, True, True, True, False, False, False]",0.625,0.875,"There has to be two red triangles and at least one purple triangle, all not pointing up",All triangles must not be pointing upwards ,d,c,0,1,,0,0,,0,0,,1,0,,0,0
187,3Tji4,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,Must include a red triangle,Must include at least one small red triangle,c,o,1,0,,0,0,,0,1,,0,0,,0,0
188,3Tji4,Iota,one is blue,"[True, True, True, True, False, False, False, False]",1,1,Must include only one purple triangle,Must include only one purple triangle,c,c,1,1,,0,0,,0,0,,0,0,,0,0
189,3Tji4,Kappa,at least one is blue AND small,"[False, True, False, True, False, False, False, False]",0.625,0.75,Should have at least one small purple triangle pointing upwards,Must include at least one small purple triangle,o,c,0,1,,0,0,,1,0,,0,0,,0,0
190,TCwT2,Omega,all are blue OR small,"[False, False, False, True, False, True, False, True]",0.375,0.375,There at least different color and size of cones,There must be at least different shapes and color of cones,d,d,0,0,,0,0,,0,0,,1,1,,0,0
191,TCwT2,Iota,one is blue,"[False, True, False, False, True, True, False, False]",0.375,0.375,There must be at least different shape and color cones,There must be at least different color and shape cones,n,n,0,0,,0,0,,0,0,,0,0,,1,1
192,TCwT2,Kappa,at least one is blue AND small,"[True, False, True, False, False, True, False, False]",0.625,0.625,There are at most cones standing,There at most cones standing,n,n,0,0,,0,0,,0,0,,0,0,,1,1
193,TCwT2,Upsilon,none are upright,"[True, False, False, False, False, True, False, False]",0.5,0.5,There must be at least same color cones touching,There must be at least 1 cone sideways,n,n,0,0,,0,0,,0,0,,0,0,,1,1
194,TCwT2,Zeta,there is a red,"[False, False, False, False, False, False, True, True]",0.25,0.25,There at least 1 cone falling down sideways,There must be at least 2 different color cones on top of each other.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
195,rnnj1,Kappa,at least one is blue AND small,"[False, False, False, True, False, False, False, False]",0.625,0.625,the cones are upright and and are blue and green,small cones to the left,d,d,0,0,,0,0,,0,0,,1,1,,0,0
196,rnnj1,Iota,one is blue,"[False, False, True, False, False, False, False, False]",0.375,0.625,blue red green standing or alying down,"blue, red then green",n,n,0,0,,0,0,,0,0,,0,0,,1,1
197,rnnj1,Zeta,there is a red,"[False, False, True, False, False, False, False, False]",0.375,0.625,all have to be pointing up,use all of the colors,n,n,0,0,,0,0,,0,0,,0,0,,1,1
198,rnnj1,Omega,all are blue OR small,"[False, True, False, False, False, False, False, False]",0.625,0.625,not sure on this one,small pointing upwards,n,n,0,0,,0,0,,0,0,,0,0,,1,1
199,rnnj1,Upsilon,none are upright,"[False, False, False, False, False, False, False, True]",0.375,0.375,two reds and the a blue,two reds and the a blue,n,n,0,0,,0,0,,0,0,,0,0,,1,1
200,oYoA1,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]",1,1,the configuration must contain the smallest blue shape in any position,It must contain the smallest blue shape in any position,c,c,1,1,,0,0,,0,0,,0,0,,0,0
201,oYoA1,Iota,one is blue,"[True, True, False, False, False, False, False, False]",0.75,0.75,it must contain the medium blue shape in any position.  This can be the only blue shape in the arrangement,There must be one middle sized blue shape in the scene.  it can be the only blue one in the scene.  there can be any quantity of other colors in there,o,o,0,0,,0,0,,1,1,,0,0,,0,0
202,oYoA1,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,the scene must contain any number of red shapes,There must be at least 1 red piece in the scene,o,c,0,1,,0,0,,1,0,,0,0,,0,0
203,oYoA1,Upsilon,none are upright,"[True, True, True, True, False, False, False, False]",0.875,1,two red shapes need to be leaning,all shapes of any color or size need to be on their side,d,c,0,1,,0,0,,0,0,,1,0,,0,0
204,oYoA1,Omega,all are blue OR small,"[False, False, False, False, False, True, True, False]",0.75,0.25,There can be no more than 3 shapes and at least one must be blue in any position,there can only be one blue shape in the scene,d,u,0,0,,0,1,,0,0,,1,0,,0,0
205,m11iV,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",1,1,The must be at least one red cone.,The must be at least one red cone.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
206,m11iV,Kappa,at least one is blue AND small,"[True, False, False, False, False, False, False, False]",0.25,0.625,The must be at least five cones.,One color must have all three sizes and another must have its two smallest.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
207,m11iV,Upsilon,none are upright,"[True, False, True, False, False, False, False, False]",0.75,0.75,All cones must be on their sides.,No cones may be pointed up.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
208,m11iV,Iota,one is blue,"[True, True, True, True, True, True, True, False]",0.625,0.625,The must be at least one blue cone.,The must be at least one blue cone.,u,u,0,0,,1,1,,0,0,,0,0,,0,0
209,m11iV,Omega,all are blue OR small,"[True, True, True, True, False, False, False, False]",0.375,1,There must be at least one small cone .,The cones must be small or the blue cones have to have the largest area.,d,u,0,0,,0,1,,0,0,,1,0,,0,0
210,BGfIB,Zeta,there is a red,"[True, False, False, False, False, False, False, False]",0.625,0.625,the cones that had green and red color and were placed two of them on top of each other emitted radiation,there needs to a red cone at the bottom and a green one on top for it to emit radiation,d,d,0,0,,0,0,,0,0,,1,1,,0,0
211,BGfIB,Iota,one is blue,"[False, False, False, False, True, False, False, False]",0.5,0.375,"blue, red and green cones have to be present in their small sizes and the red and blue cone have to touching",the red cones can be on top of the blue cone but the blue cone should always be smaller than the red cone,d,d,0,0,,0,0,,0,0,,1,1,,0,0
212,BGfIB,Kappa,at least one is blue AND small,"[False, True, False, False, False, False, True, False]",0.375,0.5,the cones needed to touch each other,i couldn't tell,d,n,0,0,,0,0,,0,0,,1,0,,0,1
213,BGfIB,Upsilon,none are upright,"[False, False, False, True, False, False, False, False]",0.625,0.625,i couldn't come up with a rule,no rule was detectable,n,n,0,0,,0,0,,0,0,,0,0,,1,1
214,BGfIB,Omega,all are blue OR small,"[False, False, False, False, False, False, True, False]",0.625,0.375,small blue and green cones were used with the blue touching the green,the small cones of each color were used with red and green touching,n,n,0,0,,0,0,,0,0,,0,0,,1,1
215,28sHU,Omega,all are blue OR small,"[False, True, False, False, False, False, False, False]",0.625,0.625,There must be at least one blue cone larger than red cone.,There are most cones of same color.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
216,28sHU,Zeta,there is a red,"[False, True, False, False, False, False, False, False]",0.75,0.625,There is exactly one big cone.,There must be at least two different color small cones,d,d,0,0,,0,0,,0,0,,1,1,,0,0
217,28sHU,Upsilon,none are upright,"[True, False, False, False, False, False, False, False]",0.625,0.625,There must be at least two big cones face opposite side of small cone. ,There must be at least one large cone should face opposite to small cone,d,d,0,0,,0,0,,0,0,,1,1,,0,0
218,28sHU,Iota,one is blue,"[False, False, True, False, False, True, False, False]",0.625,0.5,There must be at least one small cone.,There must be at least two medium cones.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
219,28sHU,Kappa,at least one is blue AND small,"[False, False, True, False, False, False, False, False]",0.5,0.625,There must be at least one small cone.,There are at most cones facing same direction.,u,d,0,0,,1,0,,0,0,,0,1,,0,0
220,eKeCo,Omega,all are blue OR small,"[True, False, False, False, False, False, False, False]",0.5,0.625,There must be at least one small cone in the group.,"There has to be at least one small cone but if there are 2 cones of medium and/or large, the small cone(s) must be green.",d,d,0,0,,0,0,,0,0,,1,1,,0,0
221,eKeCo,Kappa,at least one is blue AND small,"[True, False, False, False, False, False, False, False]",0.875,0.625,There must be at least one small purple cone.,There must be at least one small purple cone. The other cones don't matter.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
222,eKeCo,Iota,one is blue,"[False, False, True, True, False, False, False, False]",0.75,0.75,There must be only one medium purple cone and no other purple cones.,There must be one purple cone of any size but no other purple cones in the setting. The size or color of the other cones doesn't matter.,c,c,1,1,,0,0,,0,0,,0,0,,0,0
223,eKeCo,Upsilon,none are upright,"[False, True, False, False, False, False, False, True]",0.5,0.5,There can be one or two red cones but not more. The size doesn't matter but they must point to the right. The other cones don't matter.,"If there is a red cone, it must face right. If there is a green cone without a red cone, it must face left. If there are more than one of the red or green, they must all face the same direction.",d,d,0,0,,0,0,,0,0,,1,1,,0,0
224,eKeCo,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",0.75,1,"There must be at least one red cone. If it's a small one it needs to point to the left. If it's larger, it doesn't.",There must be at least one red cone and it doesn't matter the size or the direction it is pointing.,o,c,0,1,,0,0,,1,0,,0,0,,0,0
225,mfEzV,Omega,all are blue OR small,"[False, True, False, False, False, True, False, False]",0.5,0.5,There must be at least one upright blue cone,There is exactly one blue cone. If there are Additional cones they must be in pairs,d,d,0,0,,0,0,,0,0,,1,1,,0,0
226,mfEzV,Iota,one is blue,"[True, True, True, True, False, False, False, False]",0.625,1,There must be at least one blue cone,There is exactly one blue cone,u,c,0,1,,1,0,,0,0,,0,0,,0,0
227,mfEzV,Kappa,at least one is blue AND small,"[True, False, True, False, False, False, False, False]",0.5,0.75,There must be at least 5 cones. At least 2 cones must be touching.,There must be at least 3 cones. There must be at least 2 blue cones of different sizes,d,d,0,0,,0,0,,0,0,,1,1,,0,0
228,mfEzV,Zeta,there is a red,"[True, True, False, True, False, False, True, False]",0.75,0.75,There myst be at least 2 cones touching,There must be at least 2 different colors of cones. No two cones of the same color can be touching.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
229,mfEzV,Upsilon,none are upright,"[True, True, True, True, False, False, False, False]",0.625,1,There must be at least 2 large cones of the same color touching and at least one small blue cone,There can be no cones that are upright.,d,c,0,1,,0,0,,0,0,,1,0,,0,0
230,jj8N0,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]",1,1,There must be at least one small blue cone,"There must be at least one small blue cone, and at least one medium or large cone present.",c,o,1,0,,0,0,,0,1,,0,0,,0,0
231,jj8N0,Omega,all are blue OR small,"[False, False, False, True, False, False, False, False]",0.375,0.625,I am not 100% sure. My best guess is that there must be at least the same or more green triangles than other colors. ,"All small cones are allowed, however there must be at least one small green cone, no large cones, and no medium green or red cones(blue medium cones are allowed but not required).",d,d,0,0,,0,0,,0,0,,1,1,,0,0
232,jj8N0,Upsilon,none are upright,"[False, False, False, False, False, False, False, True]",0.625,0.375,"There must be two sideways large red cones, no other colored large or medium cones. Small cones are allowed",There must be at least 1 large non-right-side-up red cone that does not touch any other cones except other large non-right-side-up red cones. Other colored large cones are not allowed. Medium cones are not allowed. Small cones are allowed.,d,d,0,0,,0,0,,0,0,,1,1,,0,0
233,jj8N0,Zeta,there is a red,"[True, True, True, False, False, False, False, False]",0.25,0.875,"My tests made it seem like at least 1 large green and red cone must be present was the rule. However, based on the choices, it looks like it might that there must be at least 1 large green cone present. ",There must be at least one red and one green cone of any size/orientation. ,u,u,0,0,,1,1,,0,0,,0,0,,0,0
234,jj8N0,Iota,one is blue,"[False, True, True, False, False, False, False, False]",0.125,0.75,Max of 1 red and blue cones of the same size are required.,Red and blue cones are required,d,d,0,0,,0,0,,0,0,,1,1,,0,0
235,laDzw,Omega,all are blue OR small,"[False, True, True, False, False, True, False, True]",0.5,0.5,This radiation is simple,This radiation is simple,n,n,0,0,,0,0,,0,0,,0,0,,1,1
236,laDzw,Iota,one is blue,"[True, True, True, True, False, True, True, True]",0.625,0.625,This radiation is simple,This radiation is simple,n,n,0,0,,0,0,,0,0,,0,0,,1,1
237,laDzw,Kappa,at least one is blue AND small,"[True, False, False, True, False, True, False, True]",0.5,0.5,This radiation is simple,This radiation is simple,n,n,0,0,,0,0,,0,0,,0,0,,1,1
238,laDzw,Upsilon,none are upright,"[False, False, False, False, True, False, True, False]",0.75,0.25,This radiation is simple,This radiation is simple,n,n,0,0,,0,0,,0,0,,0,0,,1,1
239,laDzw,Zeta,there is a red,"[False, True, True, False, True, False, True, False]",0.625,0.5,This radiation is simple,This radiation is simple,n,n,0,0,,0,0,,0,0,,0,0,,1,1
240,awKAA,Zeta,there is a red,"[True, False, True, False, False, False, False, False]",0.75,0.75,Red and green are the key,Green and red emit zeta.,o,o,0,0,,0,0,,1,1,,0,0,,0,0
241,awKAA,Upsilon,none are upright,"[False, False, False, True, False, False, False, False]",0.625,0.625,Two reds and a medium smaller triangle work,I could not solve this one,d,n,0,0,,0,0,,0,0,,1,0,,0,1
242,awKAA,Kappa,at least one is blue AND small,"[False, True, False, False, False, False, False, False]",0.625,0.625,Blue needs to be stacked with green,Green and blue must be touching,d,d,0,0,,0,0,,0,0,,1,1,,0,0
243,awKAA,Iota,one is blue,"[False, True, False, False, False, False, False, False]",0.75,0.625,Green and blue must be in contact,"Green is important here, blue less important",d,d,0,0,,0,0,,0,0,,1,1,,0,0
244,awKAA,Omega,all are blue OR small,"[False, False, False, True, True, False, False, False]",0.5,0.5,Small green is the key,Small green triangle is the key,d,d,0,0,,0,0,,0,0,,1,1,,0,0
245,2XvsB,Zeta,there is a red,"[True, True, True, True, False, False, False, False]",0.625,1,Zeta waves are emitted if there is a triangle standing up and also one on its side or pointing anywhere other than up.,"If there is a red triangle present, zeta waves are emitted.",d,c,0,1,,0,0,,0,0,,1,0,,0,0
246,2XvsB,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]",0.5,1,"If there are a blue and green triangle present, Kappa waves are emitted
","If there is a small blue triangle present, Kappa waves are emitted.",u,c,0,1,,1,0,,0,0,,0,0,,0,0
247,2XvsB,Omega,all are blue OR small,"[False, True, False, True, True, False, False, True]",0.5,0.5,Any size blue or green triangles pointing up produce Omega waves,"Blue or green triangles of any size, in the absence of red, not touching another triangle, produces Omega waves.",d,d,0,0,,0,0,,0,0,,1,1,,0,0
248,2XvsB,Upsilon,none are upright,"[True, True, True, True, False, False, False, False]",1,1,blue or red triangles not pointing up,blue or red triangles without the presence of any triangle pointing up produces Upsilon Waves.,o,o,0,0,,0,0,,1,1,,0,0,,0,0
249,2XvsB,Iota,one is blue,"[True, True, True, True, False, False, False, False]",0.625,1,Any blue triangle present,A single blue triangle produces Iota waves.,u,c,0,1,,1,0,,0,0,,0,0,,0,0
250,oGvkb,Kappa,at least one is blue AND small,"[False, False, False, False, True, False, False, False]",0.625,0.375,2 blue and 2 green,2 blue and 3 green,n,n,0,0,,0,0,,0,0,,0,0,,1,1
251,oGvkb,Omega,all are blue OR small,"[False, False, False, False, False, True, False, False]",0.375,0.375,2 green and 1 blue,2 green and 1 blue,n,n,0,0,,0,0,,0,0,,0,0,,1,1
252,oGvkb,Zeta,there is a red,"[False, False, True, False, False, False, False, False]",0.625,0.625,2 red and 1 green,2 red and 1 green,n,n,0,0,,0,0,,0,0,,0,0,,1,1
