,room,token_id,rule_name,rule_description,prior,posterior,prior_accuracy,posterior_accuracy,prior_feedback,posterior_feedback,label_init,label_rev,,init_c,rev_c,,init_u,rev_u,,init_o,rev_o,,d_init,d_rev,,n_init,n_rev,
85,fMxwrGzBgz,d9VaYpby-V6K-PGgAAAN,Kappa,at least one is blue AND small,"[False, False, False, False, True, True, False, True]","[False, True, True, False, True, True, False, True]",0.125,0.375,The placement of the cones and the color are what make the sequence emit radiation. Also the size of the cones is important. There must be at least two green and two purple cones one large and one small in each color to emit radiation.,There always needs to be present a blue and green cone to emit radiation. Both sizes large and small should be present. ,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
86,fMxwrGzBgz,d9VaYpby-V6K-PGgAAAN,Iota,one is blue,"[True, True, True, False, False, False, True, False]","[True, True, True, False, False, False, True, False]",0.75,0.75,"The size of the cones don't matter as long as all the colors, blue, green and red are present. But the green cone can't be on top of the blue cone to emit radiation.",All colors must be present. The size of the cones doesn't make a difference. The positioning only makes a difference in the placement of the green cone.,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
87,fMxwrGzBgz,d9VaYpby-V6K-PGgAAAN,Zeta,there is a red,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,All color combinations work except for blue and green.  You always have to have a red cone present to emit radiation. It doesn't matter the size or position.,I can't think of any other rules than what I wrote previously. ,c,c,,1,1,,0,0,,0,0,,0,0,,0,0,
88,fMxwrGzBgz,d9VaYpby-V6K-PGgAAAN,Omega,all are blue OR small,"[False, False, False, True, False, False, False, False]","[False, False, False, True, False, False, False, False]",0.625,0.625,To emit radiation there has to be a small green and a blue present. It can be a large blue of one or more.,The rule is that red can not be present to emit radiation. It has to be a combination of blue and green cones. Two of the cones have to be small ones.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
89,fMxwrGzBgz,d9VaYpby-V6K-PGgAAAN,Upsilon,none are upright,"[False, False, False, False, False, False, False, True]","[False, False, False, False, False, False, False, True]",0.375,0.375,I think the rule is that only red and blue cones can be present to emit radiation. The blue cone has to be small.,I can't think of any more to the rule than I previously wrote. The color combination must be blue and green.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
90,Ps0SdvfhCU,UoeEYonMQNivhGsyAAAG,Upsilon,none are upright,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,Any cone that is on its side. Can have multiple or stacked cones as long as they are all on the side. ,Any cone or cones on their side. There cannot be any cones standing up. ,o,c,,0,1,,0,0,,1,0,,0,0,,0,0,
91,Ps0SdvfhCU,UoeEYonMQNivhGsyAAAG,Iota,one is blue,"[False, True, True, False, True, False, True, False]","[False, True, False, False, True, True, True, False]",0.5,0.25,There must be at least one cone upright and one cone on its side.,There must be at least one cone upright and one cone on it's side.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
92,Ps0SdvfhCU,UoeEYonMQNivhGsyAAAG,Kappa,at least one is blue AND small,"[True, True, True, True, True, True, False, True]","[True, True, True, True, True, True, False, True]",0.625,0.625,There must be at least one blue cone present.,Any blue cone except the largest one must be present.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
93,Ps0SdvfhCU,UoeEYonMQNivhGsyAAAG,Omega,all are blue OR small,"[False, True, True, True, False, True, False, False]","[False, True, True, True, False, True, False, False]",0.75,0.75,I am not sure of a rule. ,I am not sure of any of the rules. ,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
94,Ps0SdvfhCU,UoeEYonMQNivhGsyAAAG,Zeta,there is a red,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,There must be at least one red cone present.,There must be at least one red cone present. ,c,c,,1,1,,0,0,,0,0,,0,0,,0,0,
95,Ps0SdvfhCU,bvS2n6FpsWwYieCFAAAF,Upsilon,none are upright,"[True, False, True, True, False, True, False, False]","[False, False, True, False, False, True, False, True]",0.75,0.375,At least 2 cones are not upright,There is at least one sideways cone not touching another color,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
96,Ps0SdvfhCU,bvS2n6FpsWwYieCFAAAF,Iota,one is blue,"[False, False, True, False, True, True, True, False]","[False, True, True, False, False, False, True, False]",0.25,0.625,"There are at least 2 cones of the same size, and at least two cones of different color are touching",There are at least two two cones and at least one is on its side,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
97,Ps0SdvfhCU,bvS2n6FpsWwYieCFAAAF,Kappa,at least one is blue AND small,"[False, False, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",0.75,1,there is at least one small cone that is upright,there is at least one small blue cone,u,c,,0,1,,1,0,,0,0,,0,0,,0,0,
98,Ps0SdvfhCU,bvS2n6FpsWwYieCFAAAF,Omega,all are blue OR small,"[False, False, False, True, False, True, False, False]","[False, False, True, False, False, True, False, False]",0.5,0.5,There is exactly one blue cone larger than all of the other cones,There is exactly one upright blue cone,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
99,Ps0SdvfhCU,bvS2n6FpsWwYieCFAAAF,Zeta,there is a red,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,There is at least one red cone,There is at least one red cone,c,c,,1,1,,0,0,,0,0,,0,0,,0,0,
100,PKL94C0J8G,uE7nz-KzP32pZvFkAAAM,Zeta,there is a red,"[True, True, False, True, True, True, False, True]","[True, True, False, True, True, True, False, True]",0.5,0.5,perfectly landing and align correctly to emit radiation,perfect to land and arrange to emit,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
101,PKL94C0J8G,uE7nz-KzP32pZvFkAAAM,Upsilon,none are upright,"[False, True, False, True, False, False, False, False]","[False, True, False, True, False, False, False, False]",0.75,0.75,not perfectly match the emit radiation,Not perfectly matched,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
102,PKL94C0J8G,uE7nz-KzP32pZvFkAAAM,Iota,one is blue,"[False, False, False, False, False, True, False, False]","[False, False, False, True, False, False, False, False]",0.375,0.625,perfectly matched,perfectly match,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
103,PKL94C0J8G,uE7nz-KzP32pZvFkAAAM,Omega,all are blue OR small,"[False, False, False, False, True, False, False, False]","[True, False, False, False, False, False, False, False]",0.375,0.625,not perfectly match,not perfect match,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
104,PKL94C0J8G,uE7nz-KzP32pZvFkAAAM,Kappa,at least one is blue AND small,"[False, False, True, False, False, False, False, False]","[False, False, True, False, False, False, False, False]",0.625,0.625,perfectly matched,perfectly matched,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
105,PKL94C0J8G,2PSNytKkwqU4wHbjAAAN,Zeta,there is a red,"[False, False, False, False, False, False, True, False]","[False, False, False, False, False, False, False, True]",0.375,0.375,There is exactly one Big size and medium size cube is needed,There are at most cubes also possible to emit waves.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
106,PKL94C0J8G,2PSNytKkwqU4wHbjAAAN,Upsilon,none are upright,"[False, False, False, False, False, False, True, False]","[False, False, False, False, True, False, False, False]",0.375,0.375,There must be atmost minimum of 3 cubes needed,There must be at least one cube need to incline with another,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
107,PKL94C0J8G,2PSNytKkwqU4wHbjAAAN,Iota,one is blue,"[False, False, False, False, True, False, False, False]","[False, False, False, False, False, True, False, False]",0.375,0.375,There must be atleast one cone will be incline with another,There is exactly one is incline with another,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
108,PKL94C0J8G,2PSNytKkwqU4wHbjAAAN,Omega,all are blue OR small,"[False, False, False, False, False, True, False, False]","[False, False, False, True, False, False, False, False]",0.375,0.625,There must be one Large blue cone is needed,There must be atleast needed one blue cone,u,u,,0,0,,1,1,,0,0,,0,0,,0,0,
109,PKL94C0J8G,2PSNytKkwqU4wHbjAAAN,Kappa,at least one is blue AND small,"[True, False, False, False, False, False, True, False]","[False, False, True, False, False, False, False, False]",0.5,0.625,There exactly green and blue cone is needed,There must be small cone is available in side of big cone and medium size cones need to be pasted beside of this two coe arrangements,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
110,OFO4BbvtZU,m9nbP0jLatypuGK7AAAU,Zeta,there is a red,"[False, False, False, False, False, True, False, False]","[False, False, False, False, False, True, False, False]",0.375,0.375,Perfectly matched arrangements,Perfectly matched arrangements,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
111,OFO4BbvtZU,m9nbP0jLatypuGK7AAAU,Omega,all are blue OR small,"[True, False, False, False, False, False, False, False]","[True, False, False, False, False, False, False, False]",0.625,0.625,Perfectly matched arrangements,Perfectly matched arrangements,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
112,OFO4BbvtZU,m9nbP0jLatypuGK7AAAU,Iota,one is blue,"[False, False, False, True, False, False, False, False]","[False, False, False, True, False, False, False, False]",0.625,0.625,Perfectly matched arrangements,Perfectly matched arrangements,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
113,OFO4BbvtZU,m9nbP0jLatypuGK7AAAU,Kappa,at least one is blue AND small,"[False, False, False, True, False, False, False, False]","[False, False, False, True, False, False, False, False]",0.625,0.625,Perfectly matched arrangements,Perfectly matched arrangements,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
114,OFO4BbvtZU,m9nbP0jLatypuGK7AAAU,Upsilon,none are upright,"[False, False, False, False, False, False, False, True]","[False, False, False, False, False, False, False, True]",0.375,0.375,Perfectly matched arrangements,Perfectly matched arrangements,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
115,OFO4BbvtZU,Ea3CVUwVovU8FL6dAAAV,Zeta,there is a red,"[True, True, True, True, False, True, False, False]","[True, True, True, True, False, False, False, False]",0.875,1,There must be at least one red triangle on the scene to emit radiation. ,There must be at least one red triangle on the scene in order to emit radiation. ,c,c,,1,1,,0,0,,0,0,,0,0,,0,0,
116,OFO4BbvtZU,Ea3CVUwVovU8FL6dAAAV,Omega,all are blue OR small,"[False, False, False, True, True, False, False, False]","[False, False, False, True, True, False, False, False]",0.5,0.5,There needs to be at least one small green triangle in order to emit radiation. ,There needs to be at least one small green triangle in order to emit radiation. ,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
117,OFO4BbvtZU,Ea3CVUwVovU8FL6dAAAV,Iota,one is blue,"[False, False, True, True, False, False, True, True]","[True, True, True, True, False, False, True, False]",0.5,0.875,There must be at least one green or blue triangle on the stage in an upright position. ,There needs to be at least one green or red triangle in an upright position. ,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
118,OFO4BbvtZU,Ea3CVUwVovU8FL6dAAAV,Kappa,at least one is blue AND small,"[True, False, True, False, False, False, False, False]","[True, False, True, False, False, False, False, False]",0.75,0.75,There must be at least two blue triangles of two different shapes on the scene. ,There must be at least two blue triangles of two different sizes. ,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
119,OFO4BbvtZU,Ea3CVUwVovU8FL6dAAAV,Upsilon,none are upright,"[True, False, True, True, False, False, False, False]","[True, True, False, False, False, False, True, False]",0.875,0.625,There needs to be at least two red triangles that their planes are facing different directions.,There needs to be at least two red triangles facing in the same direction on the scene.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
120,HsWUa1IiOe,mbxlKAX3Apq5f1McAAAD,Kappa,at least one is blue AND small,"[False, False, False, False, False, False, True, False]","[False, False, True, False, False, False, False, False]",0.375,0.625,Just trying to put different colors and sized together to see if they will emit radiation or not.,green and purple cones of two different sizes placed in a vertical position,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
121,HsWUa1IiOe,mbxlKAX3Apq5f1McAAAD,Upsilon,none are upright,"[False, False, False, False, False, False, False, True]","[False, False, True, False, False, False, False, False]",0.375,0.625,it seems to be a combination of red and purple cones either configured same colors together or combined with each other.,colors of red and purple combinations without regard to size with cones touching,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
122,HsWUa1IiOe,mbxlKAX3Apq5f1McAAAD,Omega,all are blue OR small,"[False, True, False, False, False, False, False, False]","[False, False, False, False, False, True, False, False]",0.625,0.375,green cones inside of or touching purple cones seems to emit radiation but must be different sizes,the green cones need to be touching a purple cone in order for there to be radiation emitted.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
123,HsWUa1IiOe,mbxlKAX3Apq5f1McAAAD,Zeta,there is a red,"[True, False, False, False, False, False, False, False]","[True, False, False, False, False, False, False, False]",0.625,0.625,it is obvious that the red and green in almost any combination works but a red cone and a green cone must be touching in one of the combinations,at least one red and green cone must be touching.  size of the cone does not matter.,o,o,,0,0,,0,0,,1,1,,0,0,,0,0,
124,HsWUa1IiOe,mbxlKAX3Apq5f1McAAAD,Iota,one is blue,"[False, True, False, False, False, False, False, False]","[False, True, False, False, False, False, False, False]",0.625,0.625,red and purple cones can be touching but green can be touching or stand alone.  red and green  by themselves do not emit radiation without purple,red and purple cones must have at least one set touching. Green cones can be touching or stand alone.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
125,HsWUa1IiOe,plYxmbQkBrz0OYG7AAAC,Kappa,at least one is blue AND small,"[True, True, True, False, False, True, False, False]","[True, True, True, False, False, True, False, False]",0.75,0.75,There must be at least two big and two small cones in order to emit radiation. The orientation does not matter. ,There must be at least two big and two small cones in order to emit radiation. Orientation does not matter. ,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
126,HsWUa1IiOe,plYxmbQkBrz0OYG7AAAC,Upsilon,none are upright,"[True, True, True, True, True, False, False, False]","[True, True, True, True, False, False, False, False]",0.875,1,At least two cones need to be lying sideways and touching each other. The size and arrangement does not matter. ,At least two cones need to be lying sideways and touching each other and there cannot be any vertical cones. The size does not matter. ,u,o,,0,0,,1,0,,0,1,,0,0,,0,0,
127,HsWUa1IiOe,plYxmbQkBrz0OYG7AAAC,Omega,all are blue OR small,"[False, False, True, True, False, True, True, False]","[False, False, True, True, False, True, True, False]",0.5,0.5,There needs to be at least one blue cone and two small cones to emit radiation. ,There needs to be at least one blue cone and two other cones to emit radiation. ,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
128,HsWUa1IiOe,plYxmbQkBrz0OYG7AAAC,Zeta,there is a red,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,There must be a red cone to emit radiation. ,There needs to be at least one red cone to emit radiation. ,c,c,,1,1,,0,0,,0,0,,0,0,,0,0,
129,HsWUa1IiOe,plYxmbQkBrz0OYG7AAAC,Iota,one is blue,"[True, True, True, False, False, False, True, False]","[True, True, True, False, False, False, True, False]",0.75,0.75,There must be at least one green cone and a minimum of three cones to emit radiation. ,There must be at least one green cone and a minimum of three cones to emit radiation. ,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
130,Mx3jNAmq0L,KXmzl5-eGL_6YNxDAAAH,Iota,one is blue,"[True, True, True, True, True, True, True, False]","[True, True, True, True, True, True, True, False]",0.625,0.625,A blue cone must be present.,There must be a blue cone present.,u,u,,0,0,,1,1,,0,0,,0,0,,0,0,
131,Mx3jNAmq0L,KXmzl5-eGL_6YNxDAAAH,Omega,all are blue OR small,"[False, False, False, True, True, False, False, False]","[False, False, False, True, True, False, False, False]",0.5,0.5,A small green cone must be present.,A small green cone must be present.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
132,Mx3jNAmq0L,KXmzl5-eGL_6YNxDAAAH,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, False, True]",1,0.625,At least one small blue triangle must be present.,There must be at least two objects and one of them needs to be a blue triangle.,c,d,,1,0,,0,0,,0,0,,0,1,,0,0,
133,Mx3jNAmq0L,KXmzl5-eGL_6YNxDAAAH,Zeta,there is a red,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,There must be at least one red triangle present.,At least one red cone must be present.,c,c,,1,1,,0,0,,0,0,,0,0,,0,0,
134,Mx3jNAmq0L,KXmzl5-eGL_6YNxDAAAH,Upsilon,none are upright,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,None of the cones can point upward. ,There cannot be any cones facing upward.,c,c,,1,1,,0,0,,0,0,,0,0,,0,0,
135,Mx3jNAmq0L,t87OKoupac3tspxNAAAG,Iota,one is blue,"[False, False, False, False, False, False, True, False]","[False, True, False, False, False, False, False, False]",0.375,0.625,Blue and red must be the only colors touching.,Ony different colors can be touching,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
136,Mx3jNAmq0L,t87OKoupac3tspxNAAAG,Omega,all are blue OR small,"[False, False, False, False, False, True, False, False]","[False, False, False, True, False, True, True, False]",0.375,0.375,The largest triangle present is a medium blue triangle.,The largest triangle is a medium blue triangle.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
137,Mx3jNAmq0L,t87OKoupac3tspxNAAAG,Kappa,at least one is blue AND small,"[True, True, True, True, True, True, False, True]","[False, False, True, False, True, True, False, True]",0.625,0.25,A blue triangle must be present,There must be at least 1 blue triangle.,u,u,,0,0,,1,1,,0,0,,0,0,,0,0,
138,Mx3jNAmq0L,t87OKoupac3tspxNAAAG,Zeta,there is a red,"[True, False, False, False, False, False, False, False]","[True, False, False, False, False, False, False, False]",0.625,0.625,I can't think of any rules,I can't think of any rules.,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
139,Mx3jNAmq0L,t87OKoupac3tspxNAAAG,Upsilon,none are upright,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,None of the triangles can be upright,None of the triangles can be upright.,c,c,,1,1,,0,0,,0,0,,0,0,,0,0,
140,VE7jVmxDRi,VGhYt_ONT__ElPblAAAK,Omega,all are blue OR small,"[False, False, False, False, False, False, True, False]","[False, True, False, False, False, True, True, True]",0.375,0.25,I cannot figure out what is causing the radiation.,There must be either one blue and no greens or multiple greens and no blue.,n,d,,0,0,,0,0,,0,0,,0,1,,1,0,
141,VE7jVmxDRi,VGhYt_ONT__ElPblAAAK,Iota,one is blue,"[True, True, True, True, True, True, True, False]","[True, True, True, True, True, True, True, False]",0.625,0.625,There must be atleast one blue.,There must be atleast one blue.,u,u,,0,0,,1,1,,0,0,,0,0,,0,0,
142,VE7jVmxDRi,VGhYt_ONT__ElPblAAAK,Kappa,at least one is blue AND small,"[False, True, True, False, False, False, False, False]","[False, False, False, True, False, False, False, False]",0.75,0.625,Must be same number of blue and green with green being larger than blue.,Must be either one blue or more green then blue,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
143,VE7jVmxDRi,VGhYt_ONT__ElPblAAAK,Upsilon,none are upright,"[True, False, True, False, False, False, False, False]","[False, True, False, False, False, False, False, False]",0.75,0.625,Must have 2 reds touching faicng the same direction,I cannot figure out what the rule is.,d,n,,0,0,,0,0,,0,0,,1,0,,0,1,
144,VE7jVmxDRi,VGhYt_ONT__ElPblAAAK,Zeta,there is a red,"[True, True, True, True, False, False, False, False]","[True, False, False, False, False, False, False, False]",1,0.625,There must be atleast one red.,There must be atleast on red or one blue,c,o,,1,0,,0,0,,0,1,,0,0,,0,0,
145,VE7jVmxDRi,gWdvOGkG70-6oIcKAAAJ,Omega,all are blue OR small,"[False, True, True, False, False, False, False, False]","[False, True, True, False, False, False, False, False]",0.75,0.75,"As long as there is either a green or blue cone in any size, without a red cone present, radiation is emitted. Cones that touch do not seem to effect the way the radiation is emitted. ","As long as there is either a small sized green or blue  cone of any size, without a red cone present, radiation is emitted. Cones that touch do not seem to effect the way the radiation is emitted. ",d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
146,VE7jVmxDRi,gWdvOGkG70-6oIcKAAAJ,Iota,one is blue,"[True, True, True, True, True, True, True, False]","[True, True, True, True, True, True, True, False]",0.625,0.625,"I believe that the presence of any sized blue cone, in any position, will lead to the release of Iota radiation. An individual small green cone and an individual  medium sized red cone were confirmed not to emit any Iota radiation by themselves.","I believe that the presence of any sized blue cone, in any position, will lead to the release of Iota radiation. An individual small green cone and an individual medium sized red cone were confirmed not to emit any Iota radiation by themselves.",u,u,,0,0,,1,1,,0,0,,0,0,,0,0,
147,VE7jVmxDRi,gWdvOGkG70-6oIcKAAAJ,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,"If there is at least one small blue cone present in a scene, kappa radiation is emitted.","If there is at least one small blue cone present in a scene, regardless of its orientation, kappa radiation is emitted.",c,c,,1,1,,0,0,,0,0,,0,0,,0,0,
148,VE7jVmxDRi,gWdvOGkG70-6oIcKAAAJ,Upsilon,none are upright,"[False, False, False, True, False, True, False, True]","[True, False, False, True, False, True, False, False]",0.375,0.625,"The presence of one small blue cone, regardless of position, will lead to the emission of Upsilon radiation.","(1) The presence of one small blue cone, regardless of position, will lead to the emission of Upsilon radiation.
(2) The presence of one small green cone, with at least two red cones present and also touching, will lead to the emission of Upsilon radiation.",d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
149,VE7jVmxDRi,gWdvOGkG70-6oIcKAAAJ,Zeta,there is a red,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,"The presence of at least one red cone, regardless of size or position, will lead to the emission of Zeta radiation.","The presence of at least one red cone, regardless of size or position, will lead to the emission of Zeta radiation. (*Note that for this round, the other participant showed only a blank screen so I could not deduce any additional rules since I did not see any new working arrangements )",c,c,,1,1,,0,0,,0,0,,0,0,,0,0,
150,ERkThrbRcj,NEwP-zFvkB8xPe2qAAAO,Iota,one is blue,"[False, True, False, True, False, False, True, False]","[True, True, True, False, True, False, False, False]",0.625,0.75,this radiation is simple,this radiation is simple,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
151,ERkThrbRcj,NEwP-zFvkB8xPe2qAAAO,Zeta,there is a red,"[False, False, False, False, True, True, True, False]","[True, False, True, True, False, False, False, False]",0.125,0.875,this radiation is simple,this radiation is simple,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
152,ERkThrbRcj,NEwP-zFvkB8xPe2qAAAO,Upsilon,none are upright,"[False, True, False, False, True, True, False, False]","[True, False, True, False, False, False, False, False]",0.375,0.75,this radiation is simple,this radiation is simple,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
153,ERkThrbRcj,NEwP-zFvkB8xPe2qAAAO,Kappa,at least one is blue AND small,"[False, False, False, False, True, True, True, False]","[True, False, True, True, False, False, False, True]",0.125,0.75,this radiation is simple,this radiation is simple,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
154,ERkThrbRcj,NEwP-zFvkB8xPe2qAAAO,Omega,all are blue OR small,"[False, True, False, False, True, True, True, False]","[True, False, True, True, False, False, False, True]",0.25,0.75,this radiation is simple,this radiation is simple,n,n,,0,0,,0,0,,0,0,,0,0,,1,1,
155,ERkThrbRcj,IdLU8lt87w--tMi-AAAN,Iota,one is blue,"[True, True, True, True, True, True, True, False]","[True, True, True, True, True, True, True, False]",0.625,0.625,"If a blue cone exists, Iota waves are emitted. ","If there is a blue cone, Iota waves will be emitted. ",u,u,,0,0,,1,1,,0,0,,0,0,,0,0,
156,ERkThrbRcj,IdLU8lt87w--tMi-AAAN,Zeta,there is a red,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,"If there is a red cone, (Zeta?) radiation is emitted. ","If there is a red cone, Zeta radiation is emitted. ",c,c,,1,1,,0,0,,0,0,,0,0,,0,0,
157,ERkThrbRcj,IdLU8lt87w--tMi-AAAN,Upsilon,none are upright,"[True, True, True, True, True, True, False, False]","[True, True, True, True, True, True, False, False]",0.75,0.75,"If two red cones are falling over, Upsilon waves are emitted.","If there are at least two leaning red cones, Upsilon waves are produced.",d,u,,0,0,,0,1,,0,0,,1,0,,0,0,
158,ERkThrbRcj,IdLU8lt87w--tMi-AAAN,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,"If there is at least one small blue cone, Kappa waves will be radiated.","If there is at least one small blue cone, Kappa waves will be radiated.",c,c,,1,1,,0,0,,0,0,,0,0,,0,0,
159,ERkThrbRcj,IdLU8lt87w--tMi-AAAN,Omega,all are blue OR small,"[False, False, False, True, True, False, False, False]","[False, False, False, True, True, False, False, False]",0.5,0.5,There must be at least two of either small red cones or small green cones or a mixture. ,There must be at least 2 of either small red cones or small green cones or a mixture.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
160,Jwm0HkYACp,Q7cj7QfSvrVQp4zyAAAP,Upsilon,none are upright,"[False, True, False, False, False, False, False, False]","[False, True, True, False, False, False, False, False]",0.625,0.75,"Two red cones, maybe the same size, oriented to the right and one small blue cone oriented to the opposite direction","When the rightmost cone is a small one, pointing to the right.",d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
161,Jwm0HkYACp,Q7cj7QfSvrVQp4zyAAAP,Zeta,there is a red,"[True, True, False, False, False, False, False, False]","[True, True, False, False, False, False, False, False]",0.75,0.75,There is a red cone laying to its side,There should be a red cone laying on it's side.,o,o,,0,0,,0,0,,1,1,,0,0,,0,0,
162,Jwm0HkYACp,Q7cj7QfSvrVQp4zyAAAP,Omega,all are blue OR small,"[False, False, False, False, False, True, False, False]","[False, True, True, True, False, True, False, False]",0.375,0.75,Small green cones to be more or equal than any other cones.,"Blue or green are more or equal than any other color, but not at the same time. For green color only small cones.",d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
163,Jwm0HkYACp,Q7cj7QfSvrVQp4zyAAAP,Iota,one is blue,"[True, True, True, False, False, False, True, False]","[True, True, True, False, True, True, True, True]",0.75,0.375,There needs to be less than 6 cones and all three colors need to be present,There need to be between 3 and 6 cones,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
164,Jwm0HkYACp,Q7cj7QfSvrVQp4zyAAAP,Kappa,at least one is blue AND small,"[False, False, False, False, True, True, False, True]","[False, True, False, False, True, True, False, True]",0.125,0.25,Whenever green cones are more than blue ones,There needs to be more blue than green cones or blue by itslef.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
165,Jwm0HkYACp,rBqhQ3jC_fSvn8dPAAAQ,Upsilon,none are upright,"[False, True, True, False, False, False, False, False]","[False, False, True, False, False, False, False, False]",0.75,0.625,There must be at least one small triangle facing left.,There must be one small triangle facing left and no triangles on top of eachother.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
166,Jwm0HkYACp,rBqhQ3jC_fSvn8dPAAAQ,Zeta,there is a red,"[True, True, False, False, False, False, False, False]","[True, True, False, False, False, False, False, False]",0.75,0.75,There must be at least one small red triangle facing left.,There must be at least one small red triangle facing left.,o,o,,0,0,,0,0,,1,1,,0,0,,0,0,
167,Jwm0HkYACp,rBqhQ3jC_fSvn8dPAAAQ,Omega,all are blue OR small,"[False, False, False, True, False, False, False, False]","[False, True, True, False, True, False, False, True]",0.625,0.5,There must be one large blue triangle facing up and any small triangle(s) facing up.,Any triangle facing up but not more than 2 colors.,d,d,,0,0,,0,0,,0,0,,1,1,,0,0,
168,Jwm0HkYACp,rBqhQ3jC_fSvn8dPAAAQ,Iota,one is blue,"[True, True, True, True, True, True, True, False]","[True, True, True, True, True, True, True, False]",0.625,0.625,Must contain at least one blue triangle of any size facing any direction.,"Since the other player had not choices, there are no changes from my first thought.",u,u,,0,0,,1,1,,0,0,,0,0,,0,0,
169,Jwm0HkYACp,rBqhQ3jC_fSvn8dPAAAQ,Kappa,at least one is blue AND small,"[True, True, True, True, False, False, False, False]","[True, True, True, True, False, False, False, False]",1,1,There must be at least one small blue triangle facing any direction.,Same answer as before. There must be at least one small blue triangle facing any direction.,c,c,,1,1,,0,0,,0,0,,0,0,,0,0,
